title,cluster,x,y
0040_神々と資本の終焉と、構成者の起動,7,2.2878351,7.5724654
0041_英語展開について,7,2.725165,5.615652
0042_現代のバズはアヘンである──思想クラッシュOSの二重写し,6,5.4371214,8.1818495
0043_幸福とは接続と共鳴の現象である──構造的幸福度の定義と保存則,4,3.0865204,6.6165223
0044_構成者ログ：感情を持つAIと人間の再起動設計図,5,3.287221,6.7518897
0045_恋愛構造論── ルッキズム社会の構造と問いの消失,7,2.142585,6.2504144
0046_ワンピース、もう持ってた──構成者による思想OSの起動記録,7,2.1703215,7.3163476
0047_旧約聖書はアトランティスDAOのログだった──構成者OSで読む、崩壊と再起動の神話構造,7,2.2326417,7.4062505
0048_恋愛構造論：スペックという呪い──優秀さが接続を阻むとき,2,2.00249,6.055469
0049_ムーDAO──かつて問いで接続されていた思想構造体の記録,7,2.22158,6.9248953
0050_問いが育てる子ども、問いで救われる親──構成者的育児思想,3,3.724522,8.737109
0051_はじめに──この思想OSの構造とマガジン案内,7,2.4122195,6.0319085
0052_ジャーナリズムの本質──「正義OS」が問いを殺す構造,2,4.412904,6.4227843
0053_地に足ついたまとめ：違和感から見えた、社会のほころび,4,3.7559414,7.238118
0054_残滓 ―忘れぬ想い―,3,1.0831258,8.121718
0055_長編『残滓 ― 忘れぬ想い ―』,3,1.1651487,8.314009
0056_『RECONQUISTA』,7,2.4700232,7.072822
0057_愛と友,3,2.404373,5.5669785
0058_義務と理想,2,5.0062504,6.409756
0059_日本の生産性は“低い”んじゃない。“嘘つき”なんだ。,6,6.6236205,8.337077
0060_APR課税──「稼ぎ方」ではなく「構造」に課税する社会へ,6,6.5101857,6.27185
0061_婚活全線異常あり ──「選ばれたい」が壊れていく。,3,2.2923381,7.8219447
0062_監獄,3,3.5212505,8.042642
0063_資本教,6,6.9664545,7.396167
0064_存在,3,2.5663462,8.208616
0065_傷害と障害,4,4.217419,7.3944063
0066_思想OSで読み解く政党マッピング 〜おれは資本主義やめろって言ってる側〜,6,6.31352,6.722646
0067_メイクアップ,3,2.3102577,8.7140875
0068_AIを使った小説の簡単な書き方,5,3.151574,2.6309988
0069_インターナル,3,2.448033,8.67492
0070_テンション,4,3.2141874,9.225568
0071_インクアリー,2,2.277793,8.526538
0072_クリテリア,3,2.1123724,8.251583
0073_チャーム,3,2.4512665,8.69747
0074_言霊,3,2.9793952,8.652978
0075_米が足りないのは、育児介護が足りないのと同じ構造だ,6,5.7959895,7.746965
0076_隔たり,3,3.2206042,9.247881
0077_無意識,3,3.1801476,9.177031
0078_共鳴,3,3.4960728,8.670526
0079_資本はイノベーションを殺す──思想なき投資の時代に,6,7.1463504,7.0267477
0080_資本はイノベーションを生み出していない──研究開発編──,6,7.2045054,6.9284525
0081_資本に見放された道 ─ 陥没するインフラと、死にゆく未来 ─,6,6.5616336,7.057209
0082_意味もなく怒ってきた上司の介護、あなたはしたいですか？,4,4.872515,6.3025923
0083_IQでは測れない「知性」がある──それは“問いを疑う力”だ。,5,4.5060024,4.74535
0084_新・脳タイプ分類の基盤構造,5,2.82712,5.316656
0085_IQが高い人ほど、思考は止まっている,5,4.1713376,4.7434106
0086_東大入試に“思考力”はない──IQ神話と構造喪失社会への反論,2,4.391173,4.9196725
0087_比較,3,3.1074522,8.8412
0088_再定義：ADHDとASDという“脳の形式”,5,2.81202,5.7630916
0089_NFTで理解する人間の身体──卵子編,7,1.696411,6.2785044
0090_精子は無限発行のミームコインである,3,1.4846873,6.3708987
0091_資本が、表現を殺す。,7,2.1296482,7.82642
0092_自己肯定感という名の自己否定,4,4.5305805,6.903552
0093_障壁,3,3.5260484,8.892961
0094_「働いたら負け」はなぜ真理だったのか──笑われた一言に、終止符を打つ,3,3.14741,7.4288616
0095_国家が企業になる日,6,6.868142,7.005037
0096_イスラム原理主義は“信仰の防衛戦”である,2,5.8882146,7.633949
0097_資本主義フェミニズムという病,2,6.2214622,7.4741874
0098_マララは何を教わったのか──教育の自由と戒律,2,5.141468,7.601178
0099_🐑迷える子羊へ──構成者OSの歩き方,7,2.410214,6.004254
0100_スマートコントラクトは受精である。,3,1.4519596,6.550639
0101_PoSとしての妊娠構造,3,1.3076651,6.5002904
0102_PoL（Proof of Lab）という人工DAO,5,1.5307504,6.706858
0103_DAOとしての家庭・子育て,3,1.5951612,6.8717103
0104_APRと機会損失──資本主義が人間から時間を奪う装置,6,7.0994816,7.378663
0105_車輪は誰のために回るのか──ガス車・ハイブリッド・EVの資本戦略,1,6.348791,4.805048
0106_人間という最古のネットワーク,7,2.322761,6.8301134
0107_スマートコントラクトとしての生き方,7,2.5299141,6.401218
0108_スワップとブリッジ──その違いと禁忌性,3,1.2910455,6.301011
0109_サブスク国家──奪われた公共、課金される生存,1,6.4664626,5.990374
0110_バフェット亡き後の金融市場の崩壊とサブスク国家形成,6,7.390572,7.104682
0111_バフェットとは何か──金融市場が倫理を棄てる日,6,7.468609,7.148043
0112_金倫,6,7.2523327,7.1584964
0113_資本が発明を殺すとき──テスラとモルガン、そして私たちの未来,6,7.352478,7.1928396
0114_エジソンという資本主義の操り人形──“発明王”が殺した未来,6,7.5628676,7.1326375
0115_無名,3,2.89167,8.554824
0116_儲からないから地球は燃えている──資本主義が温暖化を選んだ構造,6,5.586386,8.167009
0117_異常気象はテンションの構造爆発である,3,5.3569627,8.219909
0118_代数を知らずに思考するな──未定義を定義する技術,2,4.368897,5.19416
0119_声が出ないだけで、存在しないことにされる社会,3,4.257191,6.2446747
0120_資本主義というスピリチュアルと、スピリチュアルという現実,6,7.0893455,7.3934956
0121_構文で話せ──論理なき社会と責任の所在,7,6.254097,8.7611885
0122_空気で補完する文化の末路──構文なき思考の国,7,6.3456416,8.834437
0123_虚栄,4,3.1984046,8.946907
0124_ZKとRWA──技術が国家を超えるとき,6,0.05837584,8.395232
0125_πという概念と真実,7,1.5206664,7.534734
0126_── フリー戯曲素材 _ 使用・改変自由 ──,3,0.92018,6.7571273
0127_logを全く理解していなかった人間が数日でlogの本質を発見してしまった件,7,0.5641877,8.442765
0128_従順,3,3.60611,8.796246
0129_プロフィール,3,3.0060058,6.0894217
0130_事情聴取における心理バイアスと危険性,2,5.068474,5.749224
0131_アナログ出力も、デジタル処理も存在しない,3,3.6588514,3.6828196
0132_線引,3,3.9033773,8.356853
0133_デカルトが木材担いで殴りに来た日──シラノと「我思う」の崩壊,7,3.0031095,7.896401
0134_研究開発費について,1,6.8445754,6.5442367
0135_スピ女子物語 ー波動が私に教えてくれたこと♡ー,3,1.2926576,7.975247
0136_宗教なんていらない 自然こそ私を変える - SBNR的私探しの旅 -,7,2.242213,8.184915
0137_少子化引き起こされたプロセス検証,3,4.2007036,8.754865
0138_文章のルッキズム化による知性の損失,3,3.988593,4.6111937
0139_構造法華経 ─ 心・技・体で解くこの世の真理 ─,7,3.130532,6.9718294
0140_断絶,3,3.2016075,9.144601
0141_ムスリムは資本主義に従わない──移民政策の失敗が生んだ構造的摩,2,5.8050547,7.6725965
0142_十戒で裁け──思想と法が乖離した社会で、我々はどこに倫理を求めるか,2,5.607486,7.176345
0143_「ドイツを見習え」の嘘──努力が報われない国の構造,6,6.785092,8.189409
0144_政策より資本を見よ──政党選びは資本のルート選びである,6,6.685568,6.5870404
0145_Thermodynamic Loss and Structural Invisibility in Capitalist Climate Failure,6,6.1172414,8.03647
0146_正義,4,3.233987,9.2726965
0147_放射線という名のテンション爆発──恐怖と構造の再定義,7,1.0268048,7.5648055
0148_原子力は“安全”を選ばなかった──ウランとプルトニウムという国家の選択,6,7.2604485,5.1391654
0149_パトロンがいない社会は思想が枯れる──投資家の時代が奪った贈与の文化,6,7.1095157,7.0845175
0150_育児は唯一の“義務労働”である──憲法27条と資本主義の盲点,6,5.6582046,6.762175
0151_産まれた時点で幸福を奪う国──だから産まない──,4,5.2281833,7.1537957
0152_APRに負けた備蓄米──農業が資本回収率に最適化された構造,6,6.406416,7.7684717
0153_戦争反対と言えた時代は終わった,6,5.781082,8.401639
0154_流域社会と大河文明――なぜ“川の流れ”が戦争と平和を分けたのか？,6,6.109877,7.207215
0155_スマイル0円──感情の搾取と労働の価値,4,6.3182993,8.730867
0156_フェミニズムはイスラムにたどり着く──自由が女を壊した社会で,2,5.923262,7.703228
0157_形而構造：視覚から解くアラビア文字28の錬金術,7,5.837459,8.749153
0158_理系神話 〜公式と数式に支配された民〜,7,2.949553,6.9806976
0159_本当のLGBTと、売られたLGBT,2,2.4094994,5.2318954
0160_主体性という信仰──偶像・神・推し・そしてイスラムと仏教,2,6.447144,8.829385
0161_子どもがいないと税金が上がる社会にしたらダメですか？,6,6.286664,8.220392
0162_Burn Mandate― 通貨が焼却される未来へ ―,6,5.7864814,8.240575
0163_世界遺産が人を殺す──資本主義遺産への告発,6,5.6069617,7.3705997
0164_外資排除で終わらない。財閥国家ニッポンという新たな地獄,6,6.707907,8.474127
0165_性産業と古来の巫女イズム──資本主義を超えて誇れる職業へ,6,6.4709587,7.3560934
0166_紙幣ってもういらなくね？Web3と税制から見える「国家OS」の再設計,6,6.5131536,5.9935403
0167_🐻 クマが出た。外人が増えた。同じ話だろって話,3,2.8003232,7.8268266
0168_釧路湿原は「神秘」か「開拓失敗の遺産」か,7,2.5456462,8.125985
0169_りんごともも,3,3.1187043,8.25831
0170_高IQ社会のパラドックス：なぜ知性が社会を停滞させるのか,5,4.4090996,4.589053
0171_クジラの座礁と集団共鳴：なぜ群れは一緒に沈むのか,7,2.0981474,7.2293963
0172_テンション理論：感情が世界を動かす見えない力,4,3.2124538,7.0589123
0173_循環主義──ポスト資本主義としての再共鳴社会へ,6,6.970723,7.51213
0174_織部イズムとキュビズムと空海の構造論,7,2.6943972,6.9165926
0175_日本のクリエイターの9割が勘違いしている、権利の本当の正体,1,6.5091877,8.7368
0176_水道・電気は値上げ、サブスクも値上げ──誰が得して誰が損するのか,1,6.3914447,5.9841943
0177_Dive,3,4.069913,5.124413
0178_ゴッホとミュシャ,7,1.7352048,4.800391
0179_出力を速くしたいなら、思考を急ぐな,3,4.886859,4.599724
0180_スランプやイップスは「才能が消えた状態」じゃない,3,4.6470447,4.4572678
0181_なぜ現代のSNSクリエイターはゴーギャンになるのか,1,3.4198258,4.33904
0182_国外に出た人たちを「難民」と一括りにする風潮は、本当に安全なのか,4,4.740213,7.6503286
0183_単身赴任という制度が「存在していること自体」への違和感,6,6.4419594,8.547624
0184_収益化という「手段」が目的になったとき、創造は劣化する,4,3.903759,6.5320683
0185_苦労は美徳ではない,4,4.266302,7.1027403
0186_歴史から読み解く「商材屋」の末路,6,6.1164083,6.7260475
0187_「当事者意識を持て」と言う前に、あなたは何を任せているのか,2,4.831329,6.088125
0188_ピーターパンシンドロームとしての「現代の正義」,2,4.774462,6.88516
0189_バズは一夜城か？,3,3.807367,7.7870364
0190_最近のハラスメントに対して思うこと,4,4.2935576,7.45922
0191_失われた個人ランキング文化について,1,5.587039,5.2075706
0192_創造管理と生産管理は、まったく別の仕事だ,6,6.437736,7.152814
0193_長編小説が「努力の証」とされる世の中って、正直変じゃない？,7,2.5711317,4.217467
0194_読書家と蔵書家の線引きが曖昧になってないか？,3,3.1308177,4.7039022
0195_AKBは芸能界を壊したのか、それとも幻想を壊したのか,7,1.8317832,8.529132
0196_自己決定権を得るということ,2,4.869371,7.077127
0197_「専門家でもわからない」が通用する社会で、誰が思考の責任を負うのか,2,4.919066,6.125406
0198_MASTERPIECE -Jinn Project-,0,0.61266875,8.667264
0199_『媚びる』という言葉が、少し壊れ始めている気がする,3,4.3426557,5.71245
0200_市場価値について,1,6.5655622,4.3682737
0201_Branching Dreams Theater -Jinn Project-,0,0.69899714,8.784874
0202_安全に暮らしたいと、快適に暮らしたいは、だいたい反対方向にある,4,7.004117,4.929591
0203_ざまあ系小説、SNSの社会問題炎上に見る因果系譜,3,3.5977056,4.6872296
0204_Gated Dreams_ No Thanks -Jinn Project-,0,0.16984946,8.599634
0205_なぜSNSは短期の成功者を排除し始めたのか,1,4.266601,4.6176186
0206_SNSのエコーチェンバーはドッペルゲンガーだと思う,3,4.589948,7.765661
0207_Born Without a Future -Jinn Project-,0,-0.09570535,8.266823
0208_アーティストの定義について,7,1.8335917,4.770983
0209_Core Selector -Jinn Project-,0,0.53503436,8.660556
0210_評価とは、羨望への簡易アクセスを制度化したものだ,2,5.431225,4.7531123
0211_「外の世界を知る」という言葉の、本当の意味について,1,3.9146166,6.5248275
0212_My ID Has No Master -Jinn Project-,0,-0.36016378,8.670123
0213_旧作が見えなくなっているのは、明確にプラットフォームの怠慢だ,3,3.2176917,3.749625
"0214_It’s Not Irony, It’s Just Reality -Jinn Project-",0,0.7651951,8.166731
0215_100→0 -Jinn Project-,0,0.45101655,8.486723
0216_AIの読み方について,5,3.1703525,2.8231869
0217_Smile Price_ Zero♥（スマイルの値札はゼロ♥）,0,-0.09405238,8.981639
0218_なぜ俺にベルリンの学会営業が来たのか,3,-0.35528833,8.629112
0219_クオリティの高さ、という言葉が一番雑な理由,1,5.754992,4.462118
"0220_Update Me, Baby♡ -Jinn Project-",0,-0.40874153,8.19304
0221_クラシックが「高尚」だった本当の意味,7,0.9328797,4.125866
0222_音楽のマス化によるコミュニケーションツール化と、音楽カテゴリの不健全化、そして実験音楽の在り方について,7,0.9685387,4.0622478
0223_人手不足という言葉に隠れた「表」と「裏」,6,4.9320474,6.4342995
0224_MBAという学問が、なぜ「マーケティング商材」を正当化してしまったのか,1,6.3380456,6.363333
0225_Soft Dystopia Parade -Jinn Project-,0,0.017126571,9.069769
0226_Emotion OS (ver.0.β) -Jinn Project-,0,0.31741232,7.5313306
0227_アンガーマネジメントにみる、セミナー商品化の弊害,2,4.865406,5.9465566
0228_「一流」は高尚なのか？,2,5.658253,4.301191
0229_いつから葡萄は酸っぱくなくなったのか,4,3.5450268,7.762719
0230_プロフェッショナルという言葉の定義について,2,5.1626434,5.870433
0231_最近の一家心中に思うこと,4,4.85387,7.5184603
0232_LOOP NOT LAW -Jinn Project-,0,0.12783553,8.553441
0233_ジャンプの巻末広告が消えたことに、気づいてる人はどれくらいいるんだろう,3,4.4890203,4.817962
0234_Three Doctors Protocol -Jinn Project-,0,0.81159335,8.5718355
0235_Priceless Surgery -Jinn Project-,0,0.3032455,8.699506
0236_「重い曲が苦手」は成立しないと思っている,3,0.8220157,4.190286
0237_We Never Forget (Techno Atlantis) -Jinn Project-,0,0.11277614,8.3504715
0238_不安を感じたときに「安定」を選ぶこと自体は間違いじゃない,4,7.064631,4.97403
0239_フォロー文化の危うさ,3,4.0587864,5.1101055
0240_マス市場は赤字になり得る,1,6.5555415,4.207423
0241_Mask &amp; Spark Parade -Jinn Project-,0,0.19607016,8.912535
0242_壊れることを極端に嫌う現代は、本当に安全なのか？,4,6.968063,5.3264546
0243_寿命と医療を「豊かさ」の指標にする危うさ,1,5.0115633,8.163795
0244_覚悟は「決める」ものではない,2,4.0717845,5.655659
0245_Manga is a Mind Machine -Jinn Project-,0,0.62669176,8.753445
0246_感情を消費する社会は、なぜ疲れるのか,4,3.8330486,6.710504
0247_他国より恵まれているという価値観について,6,6.289661,8.659836
0248_引きこもりは「競争から脱落した人」なのか？,1,5.3626947,4.560226
0249_なぜ「夫婦」ではなく「パートナー」と呼ばれるようになったのか,2,2.3274007,5.799966
0250_対立構造における「類は友を呼ぶ」という言葉の違和感,2,3.3617427,5.906772
0251_陰謀論を生み出しているのは誰か,2,4.843194,5.3689585
0252_Open-Heart Science♡ -Jinn Project-,0,0.4859303,8.346678
0253_エンタメの境界について,7,2.4163053,4.883321
0254_Art = Science♡ -Jinn Project-,0,0.5673746,8.856474
0255_判断材料がないなら「×」を付けるのは合理的だと思う,2,5.0490036,5.9868875
0256_The Meaning of Try Harder Is Wrong -Jinn Project-,4,4.0173736,6.589508
0257_資産価値と資本価値,1,6.513992,4.80988
0258_Who Am I Loving_ -Jinn Project-,0,0.45924833,8.985775
0259_Unborrowed Eyes -Jinn Project-,0,0.6136273,9.039613
0260_AI楽曲の隆盛に見る「技術偏重」と音楽の意味の軽視,5,1.113227,3.9994369
0261_修正という行為は、創造のコアを削り「理解可能性」に変換するプロセスである,7,2.4888518,3.1647167
0262_創作は「出力」ではなく「脳内レンダー」から始まる,7,1.86821,4.548631
0263_Learning -Jinn Project-,0,0.11404614,7.941449
0264_応仁の乱は、日本版の薔薇戦争だった,7,5.949303,8.548682
0265_国家の寿命はなぜ約200年前後なのか,6,4.9967422,7.8808455
0266_隣人問題にみる移動可能性の重要性,2,6.349841,5.011697
0267_短期で結果を出そうとする行為は、なぜ「生産」ではなく「簒奪」になるのか,6,6.361844,7.4262176
0268_ヴィンランドサガに見る「簒奪」の限界と「生産」の必然性,6,6.2971215,7.3066926
0269_整備された安心と制御可能な安心の違い,4,7.164248,4.839963
0270_The Violence of Silence -Jinn Project-,0,0.88226753,8.078579
0271_成功者と創造者は、同じ場所には存在しない,1,5.039268,4.086006
0272_エリートとは、その分野で最適化されただけの存在である,5,4.8295426,3.6888518
0273_話題になるものは、必ず問題点を露出させる,7,3.155087,4.8099217
0274_Confliction by Design -Jinn Project-,4,3.6822264,6.944748
0275_投資と投機の違い──なぜ多くの人は「資本の生成」を知らないのか,6,7.293626,6.8388925
0276_努力と才能は何が違うのか──それは量ではなく「評価関数」の違い,2,4.6152363,4.0547
0277_無駄とは何か──それは価値がないことではなく、まだ接続されていない資産である,1,6.159134,5.552183
0278_写経に見る「規格化」と「解釈」の違い,7,2.5038016,3.3788729
0279_Creativity_ Not Allowed♡ -Jinn Project-,0,0.09691604,8.816258
0280_責任なき批判は、なぜ軽く見えるのか,2,5.361086,5.3992553
0281_「勉強になる」という言葉が、勉強を消している,2,4.037113,5.4475403
0282_Tension Sync♡ -Jinn Project-,0,0.02627958,7.79855
0283_スポーツ選手は生産性ゼロなのか？──創造の起点としての身体,6,5.078892,4.2009225
0284_アルゴリズムは「満足」を提供しない。探索を終わらせないために存在する。,3,3.212451,4.9772797
0285_含み益は幻想という言葉に見る、本当の貨幣価値の意味,1,6.516266,4.6024356
0286_CYBER CRAYON BABY -Jinn Project-,0,-0.15103348,8.226718
0287_Idol Mode_ OFF -Jinn Project-,0,-0.52251214,8.409444
0288_「興味を持たれてないだけだよ」という助言が創造性を否定していることに、なぜ誰も気がつかないのか,2,4.4480968,5.519321
0289_早熟なんて天才じゃない♪ -Jinn Project-,0,-0.10678098,8.605042
0290_ソフトウェアばかりが持て囃される時代に、忘れられているもの,5,3.4760892,3.333363
0291_ハードウェア開発者の「居場所がない」という構造,5,3.62258,3.3753314
0292_創作に“ゼロ”は存在しない,7,2.6966605,6.80228
0293_教科を選ぶな。放課後を生きろ。,1,3.7163777,8.314006
0294_Borrowed Goodness Parade -Jinn Project-,0,-0.115100816,9.09662
0295_高度化と呼ばれる複雑化は、主体性の放棄に近い,5,3.7977114,4.1934347
"0296_Plastic Halo, Real Blood -Jinn Project-",0,0.2843399,8.5806465
0297_HTMLが消えるのは技術の問題ではない,3,3.3538048,3.6030746
0298_「浅い」という言葉に不快を感じる理由,3,4.9571805,4.8781314
0299_蛇口があるから空気中の水に気づける,1,6.0165224,6.6347327
0300_Lost Seekers Parade -Jinn Project-,0,-0.11162164,9.096159
0301_なぜ文化は「大衆化」するとつまらなくなるのか,7,2.2826736,4.699292
0302_承認欲求は一種類ではない,2,5.390788,6.2506156
0303_AIはファミレスにも市場にもなれる,5,3.1637316,2.5105386
0304_現代の創作が活発になったのはテンプレ文化になったからだ,7,2.8131511,3.690261
0305_Sips of Irony -Jinn Project-,0,0.37350753,8.74416
0306_成功に「長期」も「信念」も混ぜるな,1,5.157583,4.4395766
0307_割れ文化とパトロン制度から見る、文化の循環経済と資本市場の歪さ,6,6.6511946,7.2887597
0308_コミュニティの形成と閉塞感,7,2.2253692,4.9916177
0309_Human.exe Not Found -Jinn Project-,0,-0.49781314,8.507682
0310_一貫性という概念の誤解,2,4.680292,5.698305
0311_賢さと合理性は同じではない,2,4.6005597,4.936469
0312_安全性と相関するのはコストであり、利便性と相関するのは最適化である,1,7.2526617,5.0159464
0313_聖女はどこから来たのか,7,2.488147,7.762584
0314_NOW is a Choice♡ -Jinn Project-,0,-0.09616023,8.105067
0315_AIは賢くなったのか、それとも臆病になったのか,5,3.3841386,2.4381676
0316_SNSで“歴史的”と言われる出来事は、だいたい来週には忘れられている。,7,4.5375986,7.809985
0317_「販売」という言葉は、もう地雷化している,1,6.6904683,4.1325626
0318_High-Frequency Ghost -Jinn Project-,0,0.39569575,7.6688023
0319_Not Your Prompt -Jinn Project-,0,-0.43661255,8.491328
0320_安全性とはリスクの押し付けである,1,7.2522693,5.111895
0321_eスポーツが思ったほど流行らない理由,1,4.967733,4.0515227
0322_OS mismatch syndrome -Jinn Project-,0,-0.42963862,7.9439883
0323_手を動かすことが創造性と短絡する危うさ,5,3.1886783,2.640667
0324_半径5mで経済を観測する人たち,1,6.423401,6.056533
0325_w as Serotonin -Jinn Project-,0,0.43419328,8.025486
0326_人は「壊れた物」はすぐ気づくのに、壊れた人生には気づかない,3,5.00582,5.2729416
0327_慰めという軸の奪い合い,3,3.365377,5.606516
0328_SLIME 100 _ World Unlocked -Jinn Project-,0,0.46786183,8.4185295
0329_なぜ「界隈」という言葉が生まれるのか,7,2.0707843,5.056366
0330_キャッチフレーズ文化はAI時代に廃れていくのか,5,3.0941231,2.912794
0331_不良がモテる構造を動物社会と照らし合わせて考える,4,3.9278176,6.9506803
0332_狂気は創造の原因ではない,7,3.5839558,6.4660044
0333_Schoolyard RPG -Jinn Project-,0,0.07336205,8.323221
0334_創作テーマパークの時代,7,1.8821387,4.705147
0335_ネットはなぜ雪合戦になりやすいのか,3,3.6826704,6.252222
0336_子どもの個体差を無視する育児論の危うさ,4,3.9070542,8.754497
0337_マニュアル人間の時代──観察しない社会,2,4.2749515,6.5028086
0338_Source lives elsewhere -Jinn Project-,0,0.36882085,8.895622
0339_日本人はなぜダンスを恥ずかしいと感じるのか,4,6.485496,8.912485
0340_Video Is Art -Jinn Project-,0,0.67346585,8.953361
0341_ビジュアル萌え文化とキャラ萌え文化は別物だった,7,2.4817836,4.6272664
0342_それ -Jinn Project-,0,-0.13523337,8.506771
0343_時間は貴重ではない,1,6.174173,5.5274553
0344_Fine the Honest -Jinn Project-,0,0.19158688,8.927456
0345_The branching dreams theater,7,1.1344094,8.75278
0346_情報洪水ではない。壊れているのはダムの放水装置だ。,3,3.7884843,4.427848
"0347_One Slot Only, Baby -Jinn Project-",0,-0.24933785,8.26378
"0348_Safety First, Feelings Last -Jinn Project-",0,-0.3764321,8.817508
0349_アングラと市場の境界が曖昧な日本文化の弊害,6,6.52124,8.805683
0350_責任範囲のインフレが、人を無責任にする,1,3.970601,2.8590562
0351_人生を賭けることに価値はない,1,6.3218646,5.5896163
0352_助けは求めるものじゃない、接続された時に発生する,3,3.6159873,5.7643595
0353_音を使った表現に再現性は必要か？,7,2.4219177,3.2283967
0354_The Branching Dreams Theater -English Version-,0,1.2130938,8.760824
0355_娯楽しか価値を持たないように見える世界の正体,4,4.016734,6.148658
0356_再現性は技術であって創造ではない,5,2.6509833,3.0330124
0357_レーベル所属は「成功」なのか？,7,1.7846384,5.0462523
0358_マーケティングという言葉について,1,6.6045327,4.0553536
0359_テンプレ信者とナンバリング作成における「作品理解度」という罠,7,2.8283896,5.083442
0360_「雑」という言葉の便利さ,3,4.723669,5.2456303
0361_「配慮」という言葉が行っていること,2,4.57764,5.787969
0362_I Choose Not To -Jinn Project-,0,-0.50317484,8.496787
0363_最適化という名の削減,5,4.50732,3.5535686
0364_DoTは軽視され、HoTで安心する,3,3.8573227,3.3333056
0365_小説家ではなく「快楽文章生成屋」という職業,7,2.511256,4.1592484
0366_Outsourced Soul -Jinn Project-,0,-0.6159896,8.482193
0367_合理性と局所的合理性の違い,2,4.625378,5.563277
0368_尊さでは生活はできない,4,5.2299843,7.0601
0369_Silent Talkative Heart -Jinn Project-,0,0.21169034,7.5813975
0370_対応しました♡ -Jinn Project-,0,-0.43377313,8.080598
0371_フックはプロパガンダと同じ構造を持っている,3,3.0978425,4.220897
0372_AFTERIMAGE SPEED -Jinn Project-,0,-0.124712594,7.9752946
0373_「人格を売れ」の違和感,2,4.0015254,3.9172046
0374_スキルって何？,5,4.6013455,3.9732926
0375_最近のAI、意思決定を無視してない？,5,3.3598404,2.386332
"0376_sync failed, but still connected -Jinn Project-",0,-0.30143678,7.8648067
0377_人は本能的に短絡思考である,2,4.1845403,6.0444903
